track_id,genre_id,genre_title,genre_parent_id,genre_parent_title,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,feature,chroma_cens,chroma_cens.1,chroma_cens.2,chroma_cens.3,chroma_cens.4,chroma_cens.5,chroma_cens.6,chroma_cens.7,chroma_cens.8,chroma_cens.9,chroma_cens.10,chroma_cens.11,chroma_cqt,chroma_cqt.1,chroma_cqt.2,chroma_cqt.3,chroma_cqt.4,chroma_cqt.5,chroma_cqt.6,chroma_cqt.7,chroma_cqt.8,chroma_cqt.9,chroma_cqt.10,chroma_cqt.11,chroma_stft,chroma_stft.1,chroma_stft.2,chroma_stft.3,chroma_stft.4,chroma_stft.5,chroma_stft.6,chroma_stft.7,chroma_stft.8,chroma_stft.9,chroma_stft.10,chroma_stft.11,mfcc,mfcc.1,mfcc.2,mfcc.3,mfcc.4,mfcc.5,mfcc.6,mfcc.7,mfcc.8,mfcc.9,mfcc.10,mfcc.11,mfcc.12,mfcc.13,mfcc.14,mfcc.15,mfcc.16,mfcc.17,mfcc.18,mfcc.19,rmse,spectral_bandwidth,spectral_centroid,spectral_contrast,spectral_contrast.1,spectral_contrast.2,spectral_contrast.3,spectral_contrast.4,spectral_contrast.5,spectral_contrast.6,spectral_rolloff,tonnetz,tonnetz.1,tonnetz.2,tonnetz.3,tonnetz.4,tonnetz.5,zcr
2,21,Hip-Hop,21,Hip-Hop,0.416675233,0.675893985,0.634476268,0.010628068,0.177646571,0.159310065,165.922,0.576660988,1854,0.4890239536762238,0.383815199136734,0.2536941170692444,0.2423667311668396,0.2253290563821793,0.2267226427793503,0.2347949594259262,0.25920429825782776,0.2134293466806412,0.19323286414146426,0.20539285242557528,0.3274164795875549,0.9166849255561828,0.6958749890327454,0.5569729208946228,0.5213983058929443,0.5127646327018738,0.52239990234375,0.5247694849967957,0.5314875841140747,0.4744455218315125,0.4445784091949463,0.4691163003444672,0.6273714303970337,0.747025803671445,0.4656821834228173,0.3769938512418925,0.34567059503885605,0.2751822104089339,0.2340557381692974,0.2729177465184469,0.41995417887492176,0.3725589710400769,0.35845441061132555,0.37847322140796985,0.5159207111539177,-67.38420111269967,65.15507285156545,-10.669195891522868,12.176932354360137,-3.303557032752156,9.916471858702574,-1.985740528617873,5.415339209083023,-6.161758666463356,1.0913358037765557,-10.330049562242104,3.407173274363088,-3.014470217901477,8.19685678664286,-3.306395093865796,1.2533578846468048,-8.481487121446264,-2.0407490012990266,-2.9466242935097764,0.09407660014319452,3.8875436782836914,2690.110827270858,3037.644724513329,16.04391916629242,15.441707154662616,17.93672232234061,17.818152990550157,17.901673382827273,17.160884365755383,32.066193384238616,6214.647548684402,-0.002534858649596572,0.020853864029049873,0.008508725091814995,0.07283876091241838,0.006959798280149697,0.017244160175323486,0.16369487345218658
5,21,Hip-Hop,21,Hip-Hop,0.043566899000000006,0.74556587,0.701469992,0.0006967989999999999,0.373143312,0.124595342,100.26,0.621661224,1849,0.2608396708965301,0.2973133325576782,0.24260076880455014,0.2277074307203293,0.25568297505378723,0.2518578171730041,0.3182068467140198,0.3327790200710297,0.365143209695816,0.29167670011520386,0.2617794573307037,0.2331867814064026,0.5488561391830444,0.597363293170929,0.5195595622062683,0.5037364363670349,0.5485612154006958,0.5563810467720032,0.6303594708442688,0.6963090300559998,0.7051637768745422,0.5902498364448547,0.5439842939376831,0.5132910013198853,0.40876078572540425,0.5783088800281158,0.3982022462329315,0.34059808007127845,0.3224894478080244,0.3292762152626419,0.3733124189730385,0.3982133894867605,0.4879463785548042,0.4914145530033746,0.5075939453190249,0.4574188943328582,-106.58772749328993,87.2393551542069,12.156827646230813,24.140399935087338,-0.970478920991888,12.831118591416011,-5.540451440263048,17.374946294629808,-6.245709087556947,-0.07510949909200347,-1.8276202063279916,8.87068255814015,3.4442808541937864,7.290209403270723,0.22713250600946094,0.9198579144696716,-4.126341587601861,-0.5806662494612177,-1.6004448569897287,1.3503230258119014,4.019326686859132,2598.843860685016,2414.1242591996797,15.91221210821827,14.297605445582368,18.122565668855103,18.723155327250854,17.368603518639585,16.20764760399445,33.371406196551014,5437.441882069315,-0.011690001934766771,-0.020683269947767258,-0.014038920402526855,0.017959902063012127,0.0071029444225132465,-0.003204070497304201,0.10002326220273973
10,10,Pop,10,Pop,0.951669965,0.658178654,0.924525162,0.965427015,0.115473884,0.032985219,111.562,0.963589892,1840,0.2226051241159439,0.2802969515323639,0.2365128397941589,0.24396225810050964,0.19911429286003116,0.2842605710029602,0.4402090907096863,0.3636309206485748,0.2713763415813446,0.2509225308895111,0.2828978896141052,0.24486079812049866,0.5118318200111389,0.6183844208717346,0.5377031564712524,0.5679886937141418,0.4822773337364197,0.6370083093643188,0.922838032245636,0.7477707266807556,0.6192503571510315,0.585202693939209,0.6386918425559998,0.5655850172042847,0.282923440981768,0.649436897772461,0.3310085441623832,0.3473072861047153,0.23132689195582845,0.32353277965374283,0.700843737613928,0.33887305812196045,0.3811085058375875,0.3091348982516394,0.5693936507414535,0.3071243341376811,-17.238174768000693,94.4420303583683,-48.61455128328429,32.370764333508674,-4.550583715238239,2.2205903606980297,-2.271864879689632,2.6821173223308787,-5.288854202530811,0.5125931681976973,-9.244275522644967,2.239939640880082,-6.416429141381975,2.6771087230249737,-5.104512854537713,-0.9110991155097924,-3.2079959517230954,3.043153783919851,-1.0365112919792492,3.882601090853544,5.161919116973877,2051.9245337027955,2349.5592922068136,22.701000624014085,15.190563729064715,17.845665138335512,17.721555025433755,18.438057646129185,20.14316563142194,34.01885060302795,4315.856035322668,-0.022240808233618736,-0.02599835768342018,0.010503101162612438,-0.08052573353052139,0.01165557187050581,0.01140408031642437,0.14867426455020905
140,17,Folk,17,Folk,0.376312498,0.7340790229999999,0.265684773,0.669581124,0.085995122,0.039068226,107.952,0.609991273,1898,0.2211480289697647,0.2998460233211517,0.2892437279224396,0.2499479651451111,0.2754206955432892,0.3033585548400879,0.2101309299468994,0.1559721678495407,0.17785851657390594,0.22437216341495514,0.17589212954044342,0.18130291998386386,0.4000713527202606,0.4513803124427795,0.5004338622093201,0.4039107263088226,0.4530444145202637,0.4921741187572479,0.36250874400138855,0.3126957416534424,0.3378986120223999,0.3915152847766876,0.3530632853507996,0.3194063603878021,0.2420326914207514,0.2700861015610563,0.3648459776214345,0.3460457939422405,0.3791844721379656,0.43339157690517455,0.27338541840438224,0.23354736012491226,0.2002046660117656,0.27434786770476843,0.29404134827844025,0.23007080407065786,-278.5753804866571,101.53074164748942,36.42723883146237,35.59011766968153,26.104044313034855,11.712231632956856,10.153307219022343,5.5542516851605415,0.6927932132309091,7.023210512450204,-4.780291463054357,-1.6147000419888922,-6.836419216742186,2.8799153447044037,-8.271724721929912,1.2390008921811717,-5.2059920618366,-0.7544369455133391,-6.319378317269388,-1.1723791617220414,1.894381046295166,2484.493384329064,1746.3222796217713,19.91470659354856,19.34475393088952,18.979594725709042,17.75271826181205,17.87155355021395,17.67381067337886,31.533407755756226,3863.17506490245,0.008595971390604973,-0.0018330801976844668,-0.08777760714292526,-0.0037651450838893648,-0.007766618859022857,-0.0038163529243320227,0.04432239755988121
141,17,Folk,17,Folk,0.96365688,0.435932998,0.075632147,0.34549349100000004,0.105685869,0.026657849,33.477,0.163949934,1899,0.1318233609199524,0.14894172549247742,0.2313810884952545,0.23278866708278656,0.27457186579704285,0.2999210059642792,0.26424238085746765,0.1934523731470108,0.21681195497512815,0.31789639592170715,0.34140679240226746,0.1982005834579468,0.2875882089138031,0.30443423986434937,0.4099955856800079,0.446034699678421,0.4503897428512573,0.5015513896942139,0.4338184297084808,0.3796058893203736,0.3832906484603882,0.5239006280899048,0.5604355335235596,0.3617652058601379,0.16343106896879725,0.15272636794539354,0.2425959214628559,0.18610313946451854,0.2334635289181589,0.37393157544183664,0.2419206400931451,0.22455953994759356,0.213586501564702,0.38507227511097936,0.5132160037887896,0.21390018112538464,-208.56925140073503,116.63393634174007,-1.7237130711833475,26.018600049940506,9.688706837614212,-4.179668914382616,7.235491799043388,-5.119752082139356,-0.05203231076711252,2.222995059318301,-3.326599768833844,-3.396802739729253,-4.8108704403829945,3.130366830441897,-2.1266656044135366,5.053832381537911,-0.17009070856982014,3.087436077875412,-8.665928003902938,-1.0981679533264146,2.7925472259521484,2036.5002451033329,1654.2371111848004,21.7627344307141,18.946391541220496,23.380867533644636,21.55565746006074,19.36982785137992,22.179063662308792,33.39084500106638,3315.637916192632,0.0034639076329767704,0.010544336400926113,-0.05542755126953125,-0.07316668331623077,0.0018155949655920265,-0.0012182309292256832,0.06183584779500961
190,17,Folk,17,Folk,0.99062949,0.5007534570000001,0.371229743,0.102838444,0.218810194,0.032528811,100.919,0.251232305,1891,0.17217710614204407,0.14410735666751862,0.1425924450159073,0.2364950478076935,0.3417598009109497,0.32158198952674866,0.27086132764816284,0.2638277113437653,0.2869352996349335,0.25222671031951904,0.18188810348510745,0.1917293816804886,0.33569565415382385,0.2898911237716675,0.30490463972091675,0.3799924254417419,0.5410611629486084,0.505914568901062,0.4510906338691712,0.4540871381759644,0.4698801338672638,0.4367998540401459,0.3289397656917572,0.34427180886268616,0.22902484239009194,0.15173399372883487,0.23218497358627474,0.19961174487297176,0.3860380487836261,0.2809646546919934,0.2550355267927291,0.2634094239192102,0.26133352568104423,0.30855819088579656,0.15385878514015944,0.21810278771386102,-139.88210895226158,97.20099538746454,-23.457607508269376,26.140881728332914,-8.052656897310298,-3.192777337025618,-22.34753940096858,-6.469723034047125,-20.44487515524207,-5.501773631293414,-16.556632322102484,-4.759709096200425,-8.700593506410089,-6.1230046919996335,-8.153275010649425,-8.733757804788482,-9.185046964296612,-2.001035524482989,-6.3011599802302385,-8.041835989165017,3.648105144500733,2019.182521801746,1899.8370661445194,24.287088013803558,19.80421493944603,24.605884433441343,24.096162902326054,24.03278173994022,23.82570549043623,36.28157164643346,3714.8938809636024,0.008305136114358902,-0.01257528644055128,-0.012242844328284264,0.07911186665296555,-0.0018179914914071558,-0.0012163276551291349,0.08832188695669174
193,17,Folk,17,Folk,0.914038875,0.640601044,0.164071252,0.7605621929999999,0.258399033,0.099210321,49.831,0.19078971100000006,1886,0.2481369823217392,0.29169103503227234,0.3077957034111023,0.31527990102767944,0.2851428687572479,0.2485107779502869,0.2094493955373764,0.15100522339344025,0.19238796830177307,0.22557967901229856,0.2270179241895676,0.2211099863052368,0.4496050477027893,0.541840136051178,0.532666802406311,0.5603213906288147,0.5203174948692322,0.454756110906601,0.4081128537654877,0.32961705327034,0.3904064893722534,0.4344712495803833,0.4502647519111633,0.4408642053604126,0.2984568998192,0.41649102402226745,0.3874703606881559,0.4701920304904256,0.4286389788640296,0.32596553147951896,0.3259939645025965,0.19197442586545765,0.313853586797788,0.30355876299004203,0.2945350442053801,0.2710330356108332,-198.292353063824,120.71195573850584,-29.78208045874691,35.78565753934408,-10.451661708170047,5.316995758099792,-13.973686504161444,-5.228672870922738,-16.3837483748185,-7.792897466361909,-11.733329242410786,-4.999311765838113,-7.847666657806242,-7.091022741963338,-13.875327145414786,-8.470308507271438,-10.47219708885786,-8.709441563568912,-9.455056739736062,-9.769729446805094,2.29288101196289,1754.4480127851605,1584.1465798135237,27.773054884205905,20.04170031887948,24.4708425374121,25.370953494225983,24.751933157345423,24.547244181799787,37.519717718885545,3206.9461128122584,-0.008041012100875378,-0.010229377076029778,-0.026135316118597984,-0.009843062609434128,-0.0027703731320798397,0.0060476474463939675,0.07722294330596924
194,17,Folk,17,Folk,0.992905949,0.4947301770000001,0.200337559,0.618086852,0.086449938,0.038937795,103.779,0.253244415,1892,0.2364804446697235,0.3081614077091217,0.2650565803050995,0.22197505831718445,0.2692756950855255,0.26668596267700195,0.19235610961914065,0.1424698680639267,0.2420878112316132,0.2945359647274017,0.2453233450651169,0.1878761351108551,0.42170834541320795,0.5249973535537721,0.4990993142127991,0.41034671664237976,0.5088544487953186,0.4821009933948517,0.3576250076293945,0.33216723799705505,0.4432672560214996,0.547642707824707,0.4369599223136902,0.3904636800289154,0.28616880590469146,0.2987464138745604,0.3352747533026783,0.24116298008060105,0.4114847335336925,0.358244398422964,0.23915511643832096,0.24423707879775805,0.297869789121501,0.4271286192264893,0.2600670936398945,0.28715022608736235,-184.82720826885688,119.1520529068472,-26.91344926002545,29.483349219725397,-8.52896281014113,4.0030726276853335,-12.626108900768036,-1.4383576475590645,-17.039558856811475,-5.562761686908704,-13.367360464243513,-2.447455070785172,-8.813965313904717,-9.324525546165514,-9.189735845466613,-5.523375623455712,-10.00202919833946,-6.692647794761321,-8.27212895249093,-6.835614341686638,2.652536392211914,1761.6247532202146,1547.2490571987037,27.3239205570867,20.47411949038181,24.35501820396293,23.99363160375948,24.488002803406214,24.94526565949697,37.954357841474405,3087.9745731221,-0.004399084486067295,-0.011449488811194895,-0.10343624651432036,0.014301377348601818,-0.0004928993876092137,-0.002609618473798037,0.07284340262413025
197,17,Folk,17,Folk,0.983585184,0.602656565,0.007043697,0.791713442,0.080021913,0.421113443,128.69799999999998,0.770009457,1897,0.3053886294364929,0.29170680046081543,0.2655363082885742,0.24628934264183044,0.3111016452312469,0.2830643057823181,0.1612364500761032,0.08538787066936493,0.1479722112417221,0.20275524258613584,0.16145387291908264,0.2673821449279785,0.5310105681419373,0.4527917802333832,0.4902932643890381,0.38784801959991455,0.5003352165222168,0.4800878167152405,0.29498445987701416,0.2276578694581985,0.27972692251205444,0.35576382279396057,0.29540082812309265,0.4441258311271668,0.4767010602273154,0.293503456404878,0.3804794684803679,0.26888845918245663,0.3676616051645128,0.33506464040017137,0.14264727726504,0.12891684097609715,0.13665720878758006,0.2713747392352737,0.14485624674704675,0.3385984270924308,-296.32509273975387,127.0562115518557,-11.140427580006905,17.762276491307873,-0.6601304374302017,-4.728595314944688,-7.765412372048535,-6.22592030723624,-10.142210887001324,-7.435736144235647,-7.86368935424351,-7.554514059214097,-5.775998311935393,-7.708980652604349,-12.432242309262225,-6.545572153208692,-7.459215931417089,-7.543605505962383,-5.158943538106572,-3.6524372596228,1.2538237571716309,1364.4017058375532,1143.1270195950638,23.348928875028285,19.403342769231728,23.75105518139013,25.521422794747572,25.55285956753246,25.069941482081305,36.61309270939774,2187.65501322255,0.02642772346735001,-0.014887195080518724,-0.06484615802764893,0.06099952757358551,-0.01841390691697597,0.0011616224655881526,0.054074782878160484
200,17,Folk,17,Folk,0.960191604,0.215925929,0.29512645600000004,0.8029777140000001,0.17007612100000002,0.037825105,200.391,0.367739929,1855,0.29846400022506714,0.3174045979976654,0.30002865195274353,0.3077795207500458,0.2879159450531006,0.22090435028076166,0.20086659491062164,0.260349303483963,0.2263048589229584,0.21905586123466486,0.1946573555469513,0.2596185803413391,0.5508459806442261,0.5456889867782593,0.5869577527046204,0.5243801474571228,0.5911048650741577,0.4380399286746979,0.4090140163898468,0.4764518141746521,0.4200195074081421,0.4385451972484589,0.39264172315597534,0.4921900629997253,0.3683722497687595,0.3620991831939931,0.4415675875070982,0.3785975128737011,0.4749333569530565,0.3157434158629072,0.28655078828526565,0.3847233991298859,0.2555354829418033,0.3182056542048277,0.2627706096031142,0.4145729524193908,-122.5175348055845,103.2352073890845,-30.951584169139363,41.03110813537197,-10.526682884087668,1.8194391273038928,-12.620567431038928,-2.685547243927905,-11.149664893373899,-6.290968937155869,-16.963116617345868,-7.872332081701224,-7.559552334713872,-11.011082500964848,-8.631730297047442,-4.385393556106407,-7.318211981628082,-7.899266362333916,-13.154898673438547,-9.025381554133943,3.3195087909698486,1926.807231656561,1919.1681742907047,28.452709288756147,18.25405495842278,22.68988522621131,22.153960090714392,22.12330134721715,23.465283866358657,37.9985736072279,3838.9314469766655,0.014400093816220759,0.0013039045734331012,0.02427059225738049,0.038185056298971176,0.007485922425985336,-0.0016469677211716773,0.09759876132011414
