track_id,genre_id,genre_parent_id,track_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
2,21,21,2,0.416675233,0.675893985,0.634476268,0.010628068000000001,0.177646571,0.159310065,165.922,0.576660988
5,21,21,3,0.374407769,0.528643062,0.817461132,0.0018511029999999998,0.105879944,0.461818128,126.95700000000001,0.269240242
10,10,10,5,0.043566899000000006,0.74556587,0.701469992,0.0006967989999999999,0.373143312,0.124595342,100.26,0.621661224
140,17,17,10,0.951669965,0.658178654,0.924525162,0.965427015,0.115473884,0.032985218999999996,111.56200000000001,0.963589892
141,17,17,134,0.452217307,0.51323805,0.560409931,0.019442694,0.09656669400000001,0.525519379,114.29,0.8940722720000001
148,1,38,139,0.106549525,0.260911173,0.607066864,0.83508699,0.223676271,0.030569276,196.96099999999998,0.16026709
182,27,12,140,0.376312498,0.7340790229999999,0.265684773,0.669581124,0.085995122,0.039068226,107.95200000000001,0.609991273
190,17,17,141,0.96365688,0.43593299799999996,0.075632147,0.34549349100000004,0.105685869,0.026657848999999997,33.477,0.163949934
193,17,17,142,0.662881125,0.37906547700000004,0.82385578,0.910266184,0.088705255,0.079090355,147.781,0.09286763199999999
194,17,17,144,0.9090114290000001,0.44364259100000003,0.641997168,0.9240917,0.267669451,0.089658913,128.537,0.788250782
197,17,17,145,0.235506187,0.43867169200000006,0.48775198799999997,0.71612184,0.070359308,0.047297772,120.79,0.6504516889999999
200,17,17,146,0.532019493,0.41768092100000004,0.47642249799999997,0.40250040600000003,0.172104669,0.035360722000000004,135.468,0.6823971809999999
203,17,17,147,0.778409916,0.706681063,0.866116014,0.8067025990000001,0.10464981699999999,0.065083465,120.21799999999999,0.917612908
204,17,17,153,0.98830555,0.25566089999999997,0.979773793,0.9730057240000001,0.121342,0.051739762,90.241,0.034017867
207,17,17,154,0.9701348870000001,0.352946131,0.023851562000000003,0.957112885,0.113260721,0.032176764,53.758,0.035631561
210,17,17,155,0.981657344,0.142249248,0.9121220859999999,0.9672939779999999,0.36350951600000003,0.08752698800000001,91.912,0.034325256
211,17,17,169,0.989141175,0.225977528,0.7228348529999999,0.26307627899999997,0.09237053199999999,0.053406352000000004,94.322,0.028347208
212,17,17,170,0.88665971,0.298518303,0.744332563,0.92095049,0.139587018,0.08878104099999999,97.88,0.073547547
